Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding
38686719,MORTGAGE,123-98-1771,304-457-0523,Gandeeville,Roane,Gandeeville,WV,25243,South,16-02-21,"$349,757",Non-Default,08-05-21,831,821,"$45,468"
38686720,CREDIT CARD,525-99-4015,308-669-8110,Sidney,Cheyenne,Sidney,NE,69162,Midwest,14-08-21,"$97,780",Non-Default,09-01-21,891,929,"$39,112"
38686721,MORTGAGE,411-99-1584,229-624-6164,Atlanta,Fulton,Atlanta,GA,30399,South,24-10-19,"$195,161",Non-Default,14-05-21,659,684,"$37,081"
38686722,PERSONAL LOAN,314-35-0994,405-864-7723,Marshall,Logan,Marshall,OK,73056,South,14-08-21,"$186,804",Non-Default,24-08-21,761,790,"$50,437"
38686723,MORTGAGE,333-11-2305,219-412-1542,Sheridan,Hamilton,Sheridan,IN,46069,Midwest,23-01-21,"$125,190",Default,26-01-21,660,663,"$37,557"
38686724,PERSONAL LOAN,182-86-8714,215-348-9115,Shanksville,Somerset,Shanksville,PA,15560,Northeast,26-12-19,"$155,704",Non-Default,11-08-21,894,914,"$18,684"
38686725,CREDIT CARD,512-33-2912,406-742-0912,Zortman,Phillips,Zortman,MT,59546,West,02-06-21,"$56,878",Default,19-12-20,659,664,"$19,907"
38686726,MORTGAGE,296-15-4249,319-449-4513,Decorah,Winneshiek,Decorah,IA,52101,Midwest,01-08-20,"$426,534",Non-Default,27-11-20,656,653,"$110,899"
38686727,CREDIT CARD,691-18-3296,206-681-9328,Belfair,Mason,Belfair,WA,98528,West,17-01-20,"$52,428",Non-Default,09-04-21,786,790,"$11,010"
38686728,CREDIT CARD,330-11-2842,216-867-0124,Fredericktown,Knox,Fredericktown,OH,43019,Midwest,10-03-19,"$65,007",Non-Default,10-08-21,893,915,"$4,550"
38686729,CREDIT CARD,049-15-6907,231-987-5465,Boyne City,Charlevoix,Boyne City,MI,49712,Midwest,14-02-19,"$59,007",Non-Default,15-08-21,695,727,"$17,702"
38686730,PERSONAL LOAN,407-73-1819,225-299-1621,Chalmette,St. Bernard,Chalmette,LA,70043,South,12-09-19,"$164,279",Non-Default,20-12-20,853,845,"$47,641"
38686731,CREDIT CARD,254-99-5921,236-777-8973,Hiwassee,Pulaski,Hiwassee,VA,24347,South,01-11-20,"$89,486",Default,13-02-21,822,853,"$11,633"
38686732,MORTGAGE,125-98-6989,907-889-0922,Anchorage,Anchorage Municipality,Anchorage,AK,99510,West,03-12-20,"$739,630",Default,08-04-21,795,833,"$347,626"
38686733,CREDIT CARD,480-41-8887,201-984-5289,Caldwell,Essex,Caldwell,NJ,7006,Northeast,03-05-18,"$31,051",Non-Default,28-10-20,730,745,"$13,041"
38686734,CREDIT CARD,215-91-1558,215-819-8228,Garards Fort,Greene,Garards Fort,PA,15334,Northeast,25-03-19,"$93,439",Non-Default,06-05-21,885,886,"$1,869"
38686735,CREDIT CARD,434-99-0889,216-602-0628,Laurelville,Hocking,Laurelville,OH,43135,Midwest,18-02-20,"$48,528",Default,10-01-21,766,789,"$8,735"
38686736,CREDIT CARD,102-02-7527,405-762-7020,Grove,Delaware,Grove,OK,74345,South,15-12-20,"$62,038",Default,24-08-21,683,690,"$12,408"
38686737,MORTGAGE,695-16-6199,210-843-6987,Friona,Parmer,Friona,TX,79035,South,18-07-20,"$132,695",Default,25-04-21,825,853,"$13,270"
38686738,MORTGAGE,303-37-9604,210-427-9062,Vancourt,Tom Green,Vancourt,TX,76955,South,03-11-20,"$294,140",Default,22-07-21,809,821,"$82,359"
38686739,CREDIT CARD,437-99-3438,202-480-7144,Washington,District of Columbia,Washington,DC,20391,South,24-08-21,"$73,150",Default,08-06-21,712,750,"$1,463"
38686740,PERSONAL LOAN,705-18-1610,505-216-9397,Hagerman,Chaves,Hagerman,NM,88232,West,24-08-21,"$49,529",Non-Default,25-03-21,843,889,"$18,326"
38686741,PERSONAL LOAN,034-92-3224,231-601-9659,Grand Marais,Alger,Grand Marais,MI,49839,Midwest,15-06-19,"$105,654",Default,14-03-21,706,722,"$40,149"
38686742,PERSONAL LOAN,001-11-5378,206-866-1350,Sammamish,King,Sammamish,WA,98075,West,24-08-21,"$170,116",Default,18-01-21,757,797,"$32,322"
38686743,CREDIT CARD,297-15-8338,229-558-3873,Blackshear,Pierce,Blackshear,GA,31516,South,19-11-19,"$72,902",Non-Default,24-08-21,718,714,"$10,206"
38686744,CREDIT CARD,750-20-2171,405-806-1528,Copan,Washington,Copan,OK,74022,South,14-11-19,"$77,333",Default,28-10-20,745,779,"$13,920"
38686745,PERSONAL LOAN,547-99-6373,212-219-4908,Haines Falls,Greene,Haines Falls,NY,12436,Northeast,07-12-18,"$178,394",Non-Default,26-06-21,883,924,"$16,055"
38686746,CREDIT CARD,415-99-6578,240-703-4817,Keymar,Carroll,Keymar,MD,21757,South,04-09-19,"$85,916",Default,13-02-21,894,898,"$7,732"
38686747,PERSONAL LOAN,117-98-4893,209-812-8667,Los Angeles,Los Angeles,Los Angeles,CA,90038,West,12-06-18,"$67,003",Non-Default,02-12-20,687,682,"$16,081"
38686748,PERSONAL LOAN,373-37-2927,207-813-9388,Freeport,Cumberland,Freeport,ME,4032,Northeast,25-08-20,"$58,862",Non-Default,12-02-21,899,914,"$23,545"
38686749,PERSONAL LOAN,204-84-9088,210-983-6834,Carrollton,Dallas,Carrollton,TX,75006,South,28-05-18,"$138,788",Default,05-05-21,735,751,"$47,188"
38686750,MORTGAGE,637-29-4187,304-831-1691,Elbert,McDowell,Elbert,WV,24830,South,14-04-19,"$161,092",Default,22-08-21,826,865,"$12,887"
38686751,CREDIT CARD,078-02-1934,252-540-1877,Kinston,Lenoir,Kinston,NC,28503,South,20-05-20,"$50,944",Non-Default,24-08-21,823,827,"$24,453"
38686752,MORTGAGE,462-99-3376,218-741-1457,Danube,Renville,Danube,MN,56230,Midwest,04-05-18,"$550,624",Default,20-12-20,875,901,"$159,681"
38686753,MORTGAGE,447-27-6843,907-806-2041,Port Heiden,Lake and Peninsula,Port Heiden,AK,99549,West,06-08-19,"$234,705",Non-Default,01-02-21,844,853,"$4,694"
38686754,CREDIT CARD,025-92-7466,212-967-6697,Albany,Albany,Albany,NY,12239,Northeast,27-03-20,"$93,574",Non-Default,20-04-21,871,882,"$8,422"
38686755,PERSONAL LOAN,424-65-2825,603-566-6354,Grantham,Sullivan,Grantham,NH,3753,Northeast,13-10-20,"$50,692",Non-Default,05-03-21,683,724,"$4,055"
38686756,CREDIT CARD,200-84-3794,218-721-8708,Saint Paul,Washington,Saint Paul,MN,55125,Midwest,17-08-21,"$73,981",Non-Default,24-08-21,663,712,"$26,633"
38686757,PERSONAL LOAN,140-23-2143,219-422-9627,Fort Wayne,Allen,Fort Wayne,IN,46819,Midwest,02-04-21,"$40,147",Default,24-08-21,725,749,"$19,672"
38686758,CREDIT CARD,465-99-8960,203-454-7063,Naugatuck,New Haven,Naugatuck,CT,6770,Northeast,24-08-21,"$46,544",Non-Default,11-01-21,775,768,"$9,774"
38686759,PERSONAL LOAN,723-18-0464,206-439-7451,Rollingbay,Kitsap,Rollingbay,WA,98061,West,11-12-20,"$184,623",Default,15-06-21,799,834,"$92,312"
38686760,PERSONAL LOAN,190-86-0243,423-807-4620,Madisonville,Monroe,Madisonville,TN,37354,South,20-05-20,"$87,178",Non-Default,24-08-21,804,808,"$13,948"
38686761,CREDIT CARD,108-98-9522,215-994-1198,Philadelphia,Montgomery,Philadelphia,PA,19126,Northeast,27-07-21,"$41,315",Default,07-12-20,813,828,"$7,024"
38686762,PERSONAL LOAN,316-35-9494,217-560-2516,Franklin Grove,Lee,Franklin Grove,IL,61031,Midwest,09-06-21,"$81,592",Non-Default,24-08-21,890,893,"$22,846"
38686763,CREDIT CARD,596-94-2275,236-932-3019,Chesapeake,Chesapeake (city),Chesapeake,VA,23325,South,13-04-18,"$84,489",Non-Default,24-08-21,833,873,"$25,347"
38686764,CREDIT CARD,140-23-9561,314-280-5169,Farmington,St. Francois,Farmington,MO,63640,Midwest,12-02-21,"$55,701",Default,05-06-21,869,915,"$12,811"
38686765,CREDIT CARD,114-98-0552,803-708-0851,Anderson,Anderson,Anderson,SC,29623,South,20-08-21,"$88,302",Non-Default,21-11-20,811,807,"$9,713"
38686766,CREDIT CARD,471-57-3176,605-976-5280,Java,Walworth,Java,SD,57452,Midwest,16-06-18,"$32,574",Non-Default,01-06-21,806,855,"$9,772"
38686767,CREDIT CARD,515-31-5217,212-444-3409,Staten Island,Richmond,Staten Island,NY,10309,Northeast,26-01-21,"$41,579",Default,02-05-21,682,672,$832
38686768,MORTGAGE,418-67-4373,229-844-8831,Savannah,Chatham,Savannah,GA,31420,South,04-01-19,"$181,157",Non-Default,26-07-21,729,770,"$50,724"
38686769,CREDIT CARD,378-37-8826,803-575-5190,Una,Spartanburg,Una,SC,29378,South,16-03-21,"$28,465",Default,24-08-21,730,757,"$13,094"
38686770,CREDIT CARD,573-99-2391,503-821-0085,Saint Helens,Columbia,Saint Helens,OR,97051,West,22-02-20,"$90,707",Non-Default,13-12-20,715,715,"$33,562"
38686771,MORTGAGE,256-99-0780,215-700-1473,Josephine,Indiana,Josephine,PA,15750,Northeast,13-02-18,"$116,118",Non-Default,17-07-21,855,899,"$29,030"
38686772,PERSONAL LOAN,515-31-8080,219-731-6583,Argos,Marshall,Argos,IN,46501,Midwest,02-09-20,"$116,932",Non-Default,13-08-21,734,774,"$50,281"
38686773,MORTGAGE,034-92-4979,385-931-3317,Summit,Iron,Summit,UT,84772,West,24-08-21,"$986,521",Non-Default,24-08-21,748,781,"$118,383"
38686774,MORTGAGE,510-33-2809,339-437-4154,Pembroke,Plymouth,Pembroke,MA,2359,Northeast,26-02-18,"$274,565",Non-Default,22-12-20,766,782,"$16,474"
38686775,CREDIT CARD,405-73-9983,236-547-2563,Deerfield,Augusta,Deerfield,VA,24432,South,20-05-21,"$45,981",Default,24-08-21,837,865,$460
38686776,CREDIT CARD,540-83-9868,319-494-1902,Elberon,Tama,Elberon,IA,52225,Midwest,09-02-20,"$27,795",Non-Default,24-08-21,721,757,"$1,390"
38686777,CREDIT CARD,201-84-1669,206-539-6832,Metaline Falls,Pend Oreille,Metaline Falls,WA,99153,West,17-12-18,"$30,281",Non-Default,31-07-21,662,672,"$3,937"
38686778,CREDIT CARD,454-99-8380,252-792-7216,Winston Salem,Forsyth,Winston Salem,NC,27110,South,05-09-19,"$88,574",Non-Default,14-12-20,802,835,"$2,657"
38686779,MORTGAGE,137-25-8380,216-561-4529,Caledonia,Marion,Caledonia,OH,43314,Midwest,28-06-20,"$713,121",Non-Default,24-08-21,829,878,"$21,394"
38686780,PERSONAL LOAN,510-33-9703,215-814-0764,Richland,Lebanon,Richland,PA,17087,Northeast,07-04-19,"$141,298",Non-Default,24-08-21,782,786,"$26,847"
38686781,PERSONAL LOAN,169-86-8589,385-383-9837,Delta,Millard,Delta,UT,84624,West,21-09-20,"$117,231",Non-Default,17-08-21,651,647,"$50,409"
38686782,PERSONAL LOAN,055-02-6337,216-779-1497,Dunkirk,Hardin,Dunkirk,OH,45836,Midwest,05-06-19,"$187,763",Non-Default,24-08-21,883,890,"$30,042"
38686783,PERSONAL LOAN,191-86-1052,212-739-7724,Cobleskill,Schoharie,Cobleskill,NY,12043,Northeast,03-04-21,"$119,151",Non-Default,21-06-21,674,721,"$19,064"
38686784,PERSONAL LOAN,311-35-3332,236-696-1646,Winchester,Winchester (city),Winchester,VA,22604,South,15-01-19,"$95,604",Non-Default,18-12-20,897,894,"$44,934"
38686785,CREDIT CARD,428-99-7463,209-976-8935,Scotts Valley,Santa Cruz,Scotts Valley,CA,95067,West,05-01-20,"$90,744",Non-Default,10-05-21,829,840,"$16,334"
38686786,CREDIT CARD,002-11-2191,314-414-1723,Saint Louis,St. Louis,Saint Louis,MO,63151,Midwest,14-07-21,"$37,469",Non-Default,10-08-21,900,892,"$7,119"
38686787,MORTGAGE,626-85-7614,210-405-4999,Dallas,Dallas,Dallas,TX,75240,South,22-05-20,"$799,168",Default,05-06-21,820,810,"$183,809"
38686788,CREDIT CARD,462-99-7281,208-370-5523,Eagle,Ada,Eagle,ID,83616,West,26-09-20,"$87,086",Non-Default,24-08-21,664,703,"$26,997"
38686789,MORTGAGE,418-67-7046,209-553-3226,San Mateo,San Mateo,San Mateo,CA,94404,West,07-12-18,"$285,130",Non-Default,24-08-21,771,794,"$136,862"
38686790,MORTGAGE,474-55-4736,212-841-5121,Syracuse,Onondaga,Syracuse,NY,13225,Northeast,01-05-20,"$590,311",Non-Default,13-06-21,826,870,"$182,996"
38686791,MORTGAGE,063-02-7211,239-209-1707,Raiford,Raiford,Raiford,FL,32026,South,11-10-18,"$517,362",Default,15-11-20,755,747,"$258,681"
38686792,CREDIT CARD,614-87-3863,219-492-5874,Chrisney,Spencer,Chrisney,IN,47611,Midwest,18-05-20,"$88,592",Default,13-05-21,859,907,"$40,752"
38686793,CREDIT CARD,018-94-8124,210-977-4313,Seabrook,Harris,Seabrook,TX,77586,South,04-07-21,"$43,023",Non-Default,24-08-21,746,782,"$7,744"
38686794,CREDIT CARD,394-33-1049,239-527-1418,Longwood,Seminole,Longwood,FL,32779,South,06-04-21,"$68,510",Non-Default,31-12-20,796,808,$0
38686795,CREDIT CARD,206-84-3521,210-524-5697,Beaumont,Jefferson,Beaumont,TX,77710,South,25-10-19,"$70,125",Non-Default,09-05-21,733,772,"$12,623"
38686796,MORTGAGE,308-37-6166,479-340-8673,Little Rock,Pulaski,Little Rock,AR,72223,South,02-07-18,"$584,028",Non-Default,05-01-21,721,748,"$286,174"
38686797,PERSONAL LOAN,310-37-8514,479-833-6295,Evening Shade,Sharp,Evening Shade,AR,72532,South,26-10-19,"$58,970",Default,30-04-21,752,784,"$12,973"
38686798,CREDIT CARD,476-55-1484,212-265-2840,Albany,Albany,Albany,NY,12239,Northeast,04-10-19,"$34,243",Non-Default,24-08-21,671,665,"$2,397"
38686799,PERSONAL LOAN,572-99-9750,218-649-7322,Saint Paul,Ramsey,Saint Paul,MN,55166,Midwest,07-11-19,"$131,413",Non-Default,24-08-21,730,764,"$19,712"
38686800,CREDIT CARD,458-99-3064,319-221-2400,Prairie City,Jasper,Prairie City,IA,50228,Midwest,06-03-19,"$57,615",Non-Default,24-08-21,790,781,"$25,927"
38686801,CREDIT CARD,568-99-8065,236-633-5776,Bracey,Mecklenburg,Bracey,VA,23919,South,12-08-20,"$48,158",Non-Default,02-06-21,731,727,"$1,445"
38686802,PERSONAL LOAN,160-86-4679,270-671-4114,West Prestonsburg,Floyd,West Prestonsburg,KY,41668,South,12-04-20,"$147,165",Non-Default,24-08-21,822,861,"$39,735"
38686803,MORTGAGE,764-29-3640,202-708-9434,Washington,District of Columbia,Washington,DC,20402,South,04-03-18,"$471,780",Default,01-02-21,872,910,"$113,227"
38686804,CREDIT CARD,370-37-4210,503-665-8027,Buxton,Washington,Buxton,OR,97109,West,21-05-18,"$62,351",Default,24-08-21,860,853,"$22,446"
38686805,MORTGAGE,496-29-3657,209-313-1857,Oakland,Oakland,Oakland,CA,94616,West,09-10-19,"$117,469",Non-Default,24-08-21,652,699,"$8,223"
38686806,CREDIT CARD,678-22-2555,218-390-2466,Crosslake,Crow Wing,Crosslake,MN,56442,Midwest,25-12-20,"$72,695",Default,15-08-21,788,817,"$34,894"
38686807,MORTGAGE,395-33-2459,231-549-7384,Southgate,Wayne,Southgate,MI,48195,Midwest,14-06-20,"$808,187",Non-Default,24-08-21,692,716,"$347,520"
38686808,CREDIT CARD,752-09-5037,219-426-9034,Topeka,LaGrange,Topeka,IN,46571,Midwest,03-05-21,"$99,240",Default,29-06-21,651,642,"$35,726"
38686809,CREDIT CARD,273-17-4201,385-834-6139,American Fork,Utah,American Fork,UT,84003,West,22-03-20,"$83,762",Default,22-08-21,751,797,"$36,018"
38686810,MORTGAGE,474-55-5310,212-388-7622,Cornwall On Hudson,Orange,Cornwall On Hudson,NY,12520,Northeast,06-06-19,"$539,822",Non-Default,05-06-21,769,806,"$16,195"
38686811,CREDIT CARD,758-12-8009,218-447-9023,Aurora,St. Louis,Aurora,MN,55705,Midwest,24-08-21,"$60,543",Default,24-08-21,721,768,"$26,639"
38686812,CREDIT CARD,606-87-1763,316-684-1398,Welda,Anderson,Welda,KS,66091,Midwest,23-09-19,"$30,589",Non-Default,24-08-21,765,790,"$4,588"
38686813,PERSONAL LOAN,502-37-5639,236-783-2724,Gainesville,Prince William,Gainesville,VA,20156,South,19-10-18,"$142,409",Non-Default,22-05-21,809,803,"$48,419"
38686814,PERSONAL LOAN,544-81-6427,225-558-1811,Rhinehart,Catahoula,Rhinehart,LA,71363,South,09-06-21,"$154,049",Default,24-08-21,778,800,"$30,810"
38686815,CREDIT CARD,092-02-1626,405-500-4704,Oklahoma City,Oklahoma,Oklahoma City,OK,73144,South,22-05-19,"$46,172",Non-Default,24-08-21,653,697,$0
38686816,MORTGAGE,445-27-6383,231-645-3593,Flint,Genesee,Flint,MI,48502,Midwest,07-07-21,"$722,316",Non-Default,16-05-21,825,819,"$166,133"
38686817,MORTGAGE,756-12-5945,205-671-8212,Bucks,Mobile,Bucks,AL,36512,South,24-08-21,"$114,250",Non-Default,05-04-21,899,921,"$15,995"
38686818,MORTGAGE,624-85-7667,231-818-9756,Dorr,Allegan,Dorr,MI,49323,Midwest,01-11-19,"$161,420",Default,30-10-20,859,873,"$75,867"
38686819,MORTGAGE,563-99-9170,217-232-7277,Medinah,DuPage,Medinah,IL,60157,Midwest,11-11-18,"$581,068",Default,24-08-21,741,782,"$203,374"
38686820,MORTGAGE,580-41-1678,203-939-6596,Southport,Fairfield,Southport,CT,6890,Northeast,06-08-21,"$115,166",Non-Default,24-08-21,747,737,"$16,123"
38686821,MORTGAGE,221-13-0124,212-535-1708,Newfield,Tompkins,Newfield,NY,14867,Northeast,12-12-19,"$465,231",Non-Default,25-12-20,667,685,"$232,616"
38686822,PERSONAL LOAN,697-16-4077,316-610-8687,Wichita,Sedgwick,Wichita,KS,67209,Midwest,24-05-19,"$141,246",Default,17-01-21,859,871,"$11,300"
38686823,MORTGAGE,596-94-6039,339-793-2095,Worcester,Worcester,Worcester,MA,1654,Northeast,03-10-20,"$753,660",Non-Default,24-08-21,730,749,"$135,659"
38686824,PERSONAL LOAN,477-55-6204,405-521-3885,Bethany,Oklahoma,Bethany,OK,73008,South,06-02-19,"$190,484",Non-Default,24-06-21,823,871,"$51,431"
38686825,PERSONAL LOAN,158-23-5212,270-235-4811,Webster,Breckinridge,Webster,KY,40176,South,05-06-18,"$171,898",Non-Default,29-05-21,890,880,"$36,099"
38686826,CREDIT CARD,265-99-8978,210-201-8328,Orange Grove,Jim Wells,Orange Grove,TX,78372,South,27-07-20,"$70,628",Non-Default,10-06-21,806,851,"$3,531"
38686827,MORTGAGE,200-84-2160,206-354-7008,Elk,Spokane,Elk,WA,99009,West,17-09-20,"$459,798",Non-Default,23-08-21,654,691,"$101,156"
38686828,MORTGAGE,241-99-9304,236-270-1436,Turbeville,Turbeville,Turbeville,VA,24596,South,21-05-20,"$677,856",Non-Default,15-04-21,736,770,"$108,457"
38686829,MORTGAGE,693-16-5276,270-358-1623,Migrate,Migrate,Migrate,KY,41901,South,14-06-18,"$994,859",Non-Default,24-08-21,662,683,"$387,995"
38686830,CREDIT CARD,597-92-8980,217-285-0908,Buckley,Iroquois,Buckley,IL,60918,Midwest,10-11-20,"$41,524",Non-Default,04-03-21,759,761,"$5,398"
38686831,CREDIT CARD,217-89-6989,209-417-2369,Duarte,Duarte,Duarte,CA,91008,West,09-12-18,"$80,080",Non-Default,24-08-21,712,712,"$18,418"
38686832,CREDIT CARD,595-99-6101,423-492-7725,Pickwick Dam,Hardin,Pickwick Dam,TN,38365,South,22-05-18,"$49,987",Non-Default,24-08-21,882,908,"$1,000"
38686833,CREDIT CARD,139-23-6415,217-416-8745,Milan,Rock Island,Milan,IL,61264,Midwest,21-05-20,"$80,273",Default,14-07-21,749,760,"$38,531"
38686834,CREDIT CARD,204-84-8969,215-578-1152,Waverly,Lackawanna,Waverly,PA,18471,Northeast,14-11-18,"$93,447",Non-Default,18-03-21,712,747,"$39,248"
38686835,MORTGAGE,030-92-4517,239-604-1029,Hialeah,Miami-Dade,Hialeah,FL,33016,South,01-03-21,"$639,780",Default,01-03-21,797,801,"$12,796"
38686836,CREDIT CARD,660-24-2497,205-718-3730,Mobile,Mobile,Mobile,AL,36690,South,08-05-21,"$36,764",Non-Default,24-08-21,859,899,"$9,926"
38686837,MORTGAGE,295-15-1760,479-444-5280,Conway,Faulkner,Conway,AR,72035,South,21-07-21,"$190,325",Non-Default,11-08-21,894,922,"$76,130"
38686838,CREDIT CARD,108-98-7114,316-525-6285,Crestline,Cherokee,Crestline,KS,66728,Midwest,15-07-21,"$50,861",Default,25-02-21,796,811,"$8,646"
38686839,PERSONAL LOAN,628-31-8264,212-464-8338,New Haven,Oswego,New Haven,NY,13121,Northeast,02-07-21,"$167,252",Default,24-04-21,845,874,"$38,468"
38686840,MORTGAGE,175-86-0177,218-901-2925,Minneapolis,Hennepin,Minneapolis,MN,55417,Midwest,06-02-19,"$987,158",Default,20-05-21,650,684,"$355,377"
38686841,MORTGAGE,387-33-6469,316-305-2828,Harlan,Harlan,Harlan,KS,67641,Midwest,14-11-20,"$195,821",Non-Default,22-11-20,779,818,"$21,540"
38686842,CREDIT CARD,099-02-9866,225-591-6037,Opelousas,St. Landry,Opelousas,LA,70570,South,19-10-19,"$32,976",Default,13-01-21,839,833,"$7,584"
38686843,CREDIT CARD,043-15-6282,229-471-2151,Sharon,Taliaferro,Sharon,GA,30664,South,08-05-21,"$58,718",Default,14-02-21,796,834,"$2,936"
38686844,CREDIT CARD,285-15-1606,217-223-1289,Watseka,Iroquois,Watseka,IL,60970,Midwest,28-10-20,"$97,982",Default,23-01-21,724,730,"$25,475"
38686845,MORTGAGE,072-02-2738,225-683-5492,Gueydan,Vermilion,Gueydan,LA,70542,South,22-06-21,"$873,317",Non-Default,19-03-21,659,649,"$174,663"
38686846,CREDIT CARD,212-91-6956,207-369-2632,Seal Cove,Hancock,Seal Cove,ME,4674,Northeast,14-02-21,"$93,262",Non-Default,05-04-21,890,918,"$35,440"
38686847,CREDIT CARD,142-23-6154,252-624-2817,Creswell,Washington,Creswell,NC,27928,South,07-11-20,"$63,159",Default,24-08-21,885,897,"$12,000"
38686848,PERSONAL LOAN,488-29-5031,216-688-7297,Cleveland,Cuyahoga,Cleveland,OH,44199,Midwest,14-01-18,"$138,620",Default,24-08-21,812,844,"$51,289"
38686849,PERSONAL LOAN,231-99-4788,252-992-9872,Stokes,Pitt,Stokes,NC,27884,South,05-04-21,"$108,469",Non-Default,12-04-21,775,824,$0
38686850,MORTGAGE,765-27-6396,217-678-0798,Nokomis,Montgomery,Nokomis,IL,62075,Midwest,11-01-19,"$767,105",Non-Default,13-06-21,844,867,"$329,855"
38686851,MORTGAGE,608-87-9993,218-547-3188,Annandale,Wright,Annandale,MN,55302,Midwest,24-08-21,"$495,079",Default,24-08-21,852,894,"$49,508"
38686852,PERSONAL LOAN,184-86-9481,215-927-1927,Orson,Wayne,Orson,PA,18449,Northeast,24-08-21,"$63,414",Non-Default,24-08-21,880,882,"$23,463"
38686853,CREDIT CARD,678-22-3876,207-366-5072,Brooklin,Hancock,Brooklin,ME,4616,Northeast,28-06-19,"$83,703",Non-Default,14-04-21,654,702,"$24,274"
38686854,MORTGAGE,772-02-9481,210-860-7760,Uvalde,Uvalde,Uvalde,TX,78801,South,18-12-20,"$407,393",Non-Default,13-02-21,868,874,"$65,183"
38686855,MORTGAGE,441-29-9447,802-489-8616,Saint Albans,Franklin,Saint Albans,VT,5478,Northeast,24-08-21,"$527,114",Non-Default,24-08-21,873,872,"$131,779"
38686856,PERSONAL LOAN,158-23-9766,302-993-8654,Saint Georges,New Castle,Saint Georges,DE,19733,South,24-08-21,"$36,154",Default,28-11-20,842,860,"$1,446"
38686857,MORTGAGE,146-23-3286,206-468-2692,Elma,Grays Harbor,Elma,WA,98541,West,03-11-18,"$993,975",Non-Default,08-05-21,861,857,"$487,048"
38686858,MORTGAGE,308-37-5786,212-582-3247,Nyack,Rockland,Nyack,NY,10960,Northeast,09-09-19,"$131,507",Non-Default,28-02-21,792,795,"$5,260"
38686859,MORTGAGE,220-89-0691,210-223-6952,Desoto,Dallas,Desoto,TX,75115,South,19-06-21,"$300,623",Non-Default,24-08-21,825,817,"$105,218"
38686860,CREDIT CARD,318-11-1477,215-869-3457,Sycamore,Greene,Sycamore,PA,15364,Northeast,04-02-18,"$95,842",Non-Default,24-08-21,779,773,"$15,335"
38686861,MORTGAGE,117-98-3337,239-984-6832,Brooker,Bradford,Brooker,FL,32622,South,11-08-21,"$526,432",Default,11-12-20,707,717,"$131,608"
38686862,PERSONAL LOAN,470-57-8166,240-937-9483,East New Market,Dorchester,East New Market,MD,21631,South,01-03-18,"$199,224",Default,28-02-21,840,839,"$57,775"
38686863,PERSONAL LOAN,584-99-9432,212-548-8548,East Marion,Suffolk,East Marion,NY,11939,Northeast,11-02-20,"$189,783",Default,08-01-21,846,894,"$28,467"
38686864,PERSONAL LOAN,453-99-5984,209-658-4809,Riverside,Riverside,Riverside,CA,92502,West,17-08-18,"$36,956",Non-Default,09-06-21,805,834,"$17,369"
38686865,MORTGAGE,219-89-6376,231-724-4097,National Mine,Marquette,National Mine,MI,49865,Midwest,01-12-19,"$499,216",Non-Default,24-08-21,769,768,"$39,937"
38686866,PERSONAL LOAN,323-11-7761,240-542-1197,Rockville,Montgomery,Rockville,MD,20853,South,23-06-20,"$49,748",Default,24-08-21,836,855,"$4,477"
38686867,MORTGAGE,766-04-5912,218-288-6256,Wykoff,Fillmore,Wykoff,MN,55990,Midwest,28-05-20,"$838,470",Default,16-08-21,891,920,"$293,465"
38686868,PERSONAL LOAN,248-99-5442,316-290-3689,Kansas City,Wyandotte,Kansas City,KS,66109,Midwest,02-04-21,"$39,206",Default,03-07-21,804,848,"$3,529"
38686869,MORTGAGE,559-99-1786,252-326-3586,Sanford,Lee,Sanford,NC,27331,South,18-09-19,"$953,028",Default,24-08-21,819,869,"$200,136"
38686870,PERSONAL LOAN,705-18-8989,239-241-5613,Cocoa Beach,Brevard,Cocoa Beach,FL,32931,South,22-10-19,"$158,007",Default,01-02-21,817,846,"$33,181"
38686871,MORTGAGE,763-12-9899,201-292-5426,Ewan,Gloucester,Ewan,NJ,8025,Northeast,07-03-19,"$792,036",Default,27-01-21,672,693,"$118,805"
38686872,CREDIT CARD,772-02-7786,210-921-3574,Merkel,Taylor,Merkel,TX,79536,South,23-01-21,"$26,391",Default,24-08-21,858,883,"$5,542"
38686873,CREDIT CARD,161-86-0974,231-851-6900,East Jordan,Charlevoix,East Jordan,MI,49727,Midwest,02-06-19,"$52,541",Non-Default,24-08-21,676,704,"$9,457"
38686874,MORTGAGE,457-99-4550,215-400-2459,Derry,Westmoreland,Derry,PA,15627,Northeast,08-03-21,"$665,854",Default,29-05-21,747,752,"$153,146"
38686875,CREDIT CARD,682-24-5697,217-633-3912,Morton,Tazewell,Morton,IL,61550,Midwest,26-01-20,"$86,756",Default,22-12-20,851,870,"$12,146"
38686876,MORTGAGE,670-48-1731,206-532-0439,Copalis Beach,Grays Harbor,Copalis Beach,WA,98535,West,20-07-18,"$437,024",Non-Default,24-08-21,735,775,"$100,516"
38686877,MORTGAGE,013-94-2386,219-884-8143,Evansville,Vanderburgh,Evansville,IN,47712,Midwest,04-02-18,"$991,671",Non-Default,24-08-21,728,755,"$247,918"
